"Key","LastModified","ETag","Size","StorageClass","Bucket"
"parsed/SA-P00-T00-HEADER-2011.rds","2023-03-21T21:37:49.000Z","""44041965901a14e5c0ce70d02a7cf3f1""",6954796,"STANDARD","nccs-efile"
"parsed/SA-P00-T00-HEADER-2012.csv","2023-03-21T21:37:26.000Z","""d891510fb04932e245af119044706434-6""",46852773,"STANDARD","nccs-efile"
"parsed/SA-P00-T00-HEADER-2012.rds","2023-03-21T21:37:50.000Z","""e3c3f68adc21fac4bc283ad8cbdfcd1f-2""",8474026,"STANDARD","nccs-efile"
"parsed/SA-P00-T00-HEADER-2013.csv","2023-03-21T21:37:53.000Z","""3e9487a055da2f782fa471abb0758560-7""",51916651,"STANDARD","nccs-efile"
"parsed/SA-P00-T00-HEADER-2013.rds","2023-03-21T21:38:21.000Z","""4576740efd8c6fd17f31ee91c319377b-2""",9362336,"STANDARD","nccs-efile"
"parsed/SA-P00-T00-HEADER-2014.csv","2023-03-21T21:38:26.000Z","""8f224ef7a4e3118c12a6f921885835e7-7""",57324359,"STANDARD","nccs-efile"
"parsed/SA-P00-T00-HEADER-2014.rds","2023-03-21T21:38:52.000Z","""33c34b24a8c5a7f3faffa7f8aa9b7feb-2""",10435565,"STANDARD","nccs-efile"
"parsed/SA-P00-T00-HEADER-2015.csv","2023-03-21T21:38:56.000Z","""1cd538ed75c402fc27f1bfcda809e8a2-8""",61269845,"STANDARD","nccs-efile"
"parsed/SA-P00-T00-HEADER-2015.rds","2023-03-21T21:39:22.000Z","""e0abd84fd5121c493718b1989103326f-2""",10853728,"STANDARD","nccs-efile"
"parsed/SA-P00-T00-HEADER-2016.csv","2023-03-21T21:39:25.000Z","""b5df1316720a2269d6318f3618981fd6-8""",63919042,"STANDARD","nccs-efile"
"parsed/SA-P00-T00-HEADER-2016.rds","2023-03-21T21:39:54.000Z","""ecb4372e0e0ff4659c7c36fc2b948ab4-2""",11003130,"STANDARD","nccs-efile"
"parsed/SA-P00-T00-HEADER-2017.csv","2023-03-21T21:39:56.000Z","""71656e60a9372c88067d24bbd640bfe7-8""",66756511,"STANDARD","nccs-efile"
"parsed/SA-P00-T00-HEADER-2017.rds","2023-03-21T21:40:24.000Z","""ed8e1737145d99785da1b655d2a2220a-2""",12271487,"STANDARD","nccs-efile"
"parsed/SA-P00-T00-HEADER-2018.csv","2023-03-21T21:40:26.000Z","""7c2bf431a35b0ab282223d5b41127879-9""",69282886,"STANDARD","nccs-efile"
"parsed/SA-P00-T00-HEADER-2018.rds","2023-03-21T21:40:55.000Z","""f50b5e0fc8034568cf5ab7c4f08f3317-2""",11903648,"STANDARD","nccs-efile"
"parsed/SA-P00-T00-HEADER-2019.csv","2023-03-21T21:40:58.000Z","""40c1952c50cd1f53ec69a049c068ab0e-8""",64854581,"STANDARD","nccs-efile"
"parsed/SA-P00-T00-HEADER-2019.rds","2023-03-21T21:41:29.000Z","""7aa4b76552601192bc5676d1d8ea75c6-2""",11124891,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2009.csv","2023-03-21T21:41:35.000Z","""c9282e6fc74af590169ca34f785d89be-2""",11513448,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2009.rds","2023-03-21T21:41:42.000Z","""d016ce67eea12ae2304606e173c714cf""",1504426,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2010.csv","2023-03-21T21:41:42.000Z","""1a75a339bc30560b425ce0c80d7e3442-6""",43433993,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2010.rds","2023-03-21T21:42:22.000Z","""50d27031f6cf5c37d5d84c7e1e0cf7c0""",5985358,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2011.csv","2023-03-21T21:42:04.000Z","""d6a1d8aebde19a84fdf347f994b9b943-7""",56842500,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2011.rds","2023-03-21T21:42:56.000Z","""3c251937db95dd2f141a6c8b90af3c4f""",7235816,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2012.csv","2023-03-21T21:42:31.000Z","""26d3852998e9ecd9a0c48f7fcc6b94bc-8""",64316259,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2012.rds","2023-03-21T21:43:09.000Z","""643cdf852b2caa1c24ac75f487a1cfdb-2""",8795629,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2013.csv","2023-03-21T21:43:11.000Z","""41cb973391c04bf8138701af55b80821-9""",71283942,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2013.rds","2023-03-21T21:43:47.000Z","""678cec0b553f1271b7bc2c36b697bd09-2""",9715499,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2014.csv","2023-03-21T21:43:55.000Z","""c024f028c2e31d637eaf04cad8716e28-10""",78741454,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2014.rds","2023-03-21T21:44:31.000Z","""5ac50abb8c5058148d2f0c3d2f62e935-2""",10852928,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2015.csv","2023-03-21T21:44:32.000Z","""edb603018b0bde4b6a45d919908225b4-11""",84181101,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2015.rds","2023-03-21T21:45:08.000Z","""813b9c737bbb59d80e664c6fac2923b4-2""",11297204,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2016.csv","2023-03-21T21:45:23.000Z","""2fc7e88c18b6d87f2f515fd21d2fe66b-11""",87839293,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2016.rds","2023-03-21T21:46:07.000Z","""b24d0c763fc4bd5439d6d33a9b24bffe-2""",11465251,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2017.csv","2023-03-21T21:46:12.000Z","""6ed45e8eae4f598ca3250e626c2bbe13-11""",91758461,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2017.rds","2023-03-21T21:46:45.000Z","""5f18c0ea0ac2c23596f7e97985aacf6e-2""",12754181,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2018.csv","2023-03-21T21:46:47.000Z","""b27d4e0374b99f11930ac0ff3095cd36-12""",95257101,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2018.rds","2023-03-21T21:47:38.000Z","""c325c0b9b7a6fce6b9791486759f8293-2""",12406533,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2019.csv","2023-03-21T21:47:40.000Z","""dba620cee343c7ddb554d6a3233fb53f-11""",89220627,"STANDARD","nccs-efile"
"parsed/SA-P01-T00-PUBLIC-CHARITY-STATUS-2019.rds","2023-03-21T21:48:18.000Z","""bb95c961b604df83c1cb85135c519466-2""",11595032,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2009.csv","2023-03-21T21:48:27.000Z","""0a786b983aa569142318f4a806bc310f-3""",19289807,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2009.rds","2023-03-21T21:48:53.000Z","""15407d6d64217db3e9c8f9123129cf1c""",3634284,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2010.csv","2023-03-21T21:48:41.000Z","""8e5aa5079485b1ed67a36d15c142b3fa-9""",71649393,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2010.rds","2023-03-21T21:49:21.000Z","""0b357a249fa294008e1f7d2f440dd172-2""",13060718,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2011.csv","2023-03-21T21:49:25.000Z","""4f2b8a4d1e71db7834bffaae38c8d828-12""",93825788,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2011.rds","2023-03-21T21:50:11.000Z","""548a11b21419221123f9337530bb9af8-2""",16508473,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2012.csv","2023-03-21T21:50:17.000Z","""a7056242bfdb2b37ac213d17e6b09518-13""",106136424,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2012.rds","2023-03-21T21:51:09.000Z","""0d2311bb40b407592f08f04f545e1b93-3""",19236919,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2013.csv","2023-03-21T21:51:19.000Z","""b44396b6b19da4c8b8533c395680daf7-15""",117551525,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2013.rds","2023-03-21T21:52:05.000Z","""66bbd2dec6a606e7e9f104b168106cda-3""",21222517,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2014.csv","2023-03-21T21:52:20.000Z","""88d7fc099a1407260cd48e08ddc5e100-16""",129843953,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2014.rds","2023-03-21T21:53:09.000Z","""ba22bcbb8f61867fd32ef93bed10d2b9-3""",23540453,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2015.csv","2023-03-21T21:53:21.000Z","""7f0d418a727c472daaa8185f2e218afe-17""",138801420,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2015.rds","2023-03-21T21:54:18.000Z","""65ead54e18d86ef1c8a6be47111c8843-3""",24756810,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2016.csv","2023-03-21T21:54:23.000Z","""8d9b2aa249e3852fb33b5da16d695000-18""",144846478,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2016.rds","2023-03-21T21:55:40.000Z","""37bfd008aef3fbfc942e97c1ec1c168d-4""",25463223,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2017.csv","2023-03-21T21:55:44.000Z","""58d24b9fa0ce9c382898e352698b9759-19""",151305927,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2017.rds","2023-03-21T21:56:53.000Z","""b6278d1e36c497d82b5268c32be0b48d-4""",27334150,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2018.csv","2023-03-21T21:57:03.000Z","""a2fec89b975f4babfe664df0244ef25d-19""",157176966,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2018.rds","2023-03-21T21:58:00.000Z","""3389f74bb9c89e66adb745141e579a11-4""",27643867,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2019.csv","2023-03-21T21:58:13.000Z","""d0a8fd6e05142207a3ff82416efda91e-18""",147841349,"STANDARD","nccs-efile"
"parsed/SA-P02-T00-SUPPORT-SCHEDULE-170-2019.rds","2023-03-21T21:59:15.000Z","""c646b6fdc00a9cd35bd9457fc92dec62-4""",26324465,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2009.csv","2023-03-21T21:59:25.000Z","""9ef554386f8280c41c2db65c06d0e2a3-4""",26960158,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2009.rds","2023-03-21T21:59:53.000Z","""603aa73a8e498b36c5ccd099f456117e""",4666114,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2010.csv","2023-03-21T21:59:44.000Z","""a4edafb4a2790f4c3d19a4e277e44b95-13""",102083376,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2010.rds","2023-03-21T22:00:22.000Z","""20dbcd07390606c36ee3e1a656a5b4f1-3""",17945376,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2011.csv","2023-03-21T22:00:28.000Z","""ce6849ee3356252ea3b01d786b096031-16""",133683205,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2011.rds","2023-03-21T22:01:27.000Z","""bd93b5a43f15f2ceed7fe70aced8b174-3""",22827725,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2012.csv","2023-03-21T22:01:37.000Z","""61736fc46dc99c78ff6909180110004c-19""",151358728,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2012.rds","2023-03-21T22:02:40.000Z","""8e2c22515a2637305a60ea5859ba1532-4""",26468188,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2013.csv","2023-03-21T22:02:57.000Z","""c5512e1647fecdc9f757e307903739a3-20""",164438377,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2013.rds","2023-03-21T22:03:51.000Z","""3f3a7ef2850301f3505e2d8801022fbd-4""",27708732,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2014.csv","2023-03-21T22:04:00.000Z","""54777c57a10159e2c3504989397f8f56-22""",181639945,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2014.rds","2023-03-21T22:05:12.000Z","""23ed63c5673b2d5cdfc62017aa0cb97c-4""",30569874,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2015.csv","2023-03-21T22:05:22.000Z","""51fa5aff694a1424e5e566b3b3c8d312-24""",194360194,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2015.rds","2023-03-21T22:06:26.000Z","""a5ce58607f1337cbff5500eec3c3c9e9-4""",32297246,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2016.csv","2023-03-21T22:06:35.000Z","""99fcab1babd14b30526ee25df1cdf15c-25""",202845513,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2016.rds","2023-03-21T22:07:45.000Z","""d8d53c814cd3ded6f65ca21a226c585c-4""",33294856,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2017.csv","2023-03-21T22:07:57.000Z","""b21c9425f5fb04386c4a92e5ba39f497-26""",212024832,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2017.rds","2023-03-21T22:09:15.000Z","""557acd0f5ab23eb9cf814e740fc3c3db-5""",35574482,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2018.csv","2023-03-21T22:09:31.000Z","""98433aa029ffcc7aa4a98a114cc806a2-27""",220428161,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2018.rds","2023-03-21T22:10:50.000Z","""d523df8005d5c48019687ed1074c9c50-5""",36336180,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2019.csv","2023-03-21T22:11:07.000Z","""977ebc06d2042b8203e8dc91a692b301-25""",207227608,"STANDARD","nccs-efile"
"parsed/SA-P03-T00-SUPPORT-SCHEDULE-509-2019.rds","2023-03-21T22:12:30.000Z","""f8f053d2a18dae749d75faeb05f585a0-5""",34526141,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2009.csv","2023-03-21T22:12:38.000Z","""d6b304140b009fc45fdfc360dad82528-2""",13371217,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2009.rds","2023-03-21T22:12:48.000Z","""808eb3ff7865b395cb49d081044fa61d""",1442459,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2010.csv","2023-03-21T22:12:45.000Z","""6501fd9b5d30069363e962375ecbc725-7""",50472325,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2010.rds","2023-03-21T22:13:20.000Z","""9253439686016a6080a9a9b40a3ea7b3""",5791564,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2011.csv","2023-03-21T22:13:06.000Z","""077f3a274c055cc2b300058e69a72cb7-8""",66056052,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2011.rds","2023-03-21T22:13:57.000Z","""6f5891763f504123a24adb07f099dbca""",6987592,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2012.csv","2023-03-21T22:13:41.000Z","""b2c9407c4b3e788d43b20d3027f7c3f1-9""",74743607,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2012.rds","2023-03-21T22:14:11.000Z","""d992cefe5d1b6716e2284133ccfd5c25-2""",8514180,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2013.csv","2023-03-21T22:14:14.000Z","""8e1f36f7cce1585c0decc4c7f00b4a00-10""",82847416,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2013.rds","2023-03-21T22:14:45.000Z","""211aa9054beb309b5ece1e69376d262c-2""",9474579,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2014.csv","2023-03-21T22:14:52.000Z","""adf78ebd833d8dbe98bd86c8ef0e052b-12""",92317137,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2014.rds","2023-03-21T22:15:24.000Z","""5f44617c248b3d41fd7005abe5888dd5-2""",11206161,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2015.csv","2023-03-21T22:15:35.000Z","""182cbfd1662d19855a345812cc81008b-12""",98674190,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2015.rds","2023-03-21T22:16:14.000Z","""1d0adba9729d0a5d651d6c6acd7e57f0-2""",11655106,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2016.csv","2023-03-21T22:16:20.000Z","""05919c2714581bef27c24fb711f8d096-13""",102962350,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2016.rds","2023-03-21T22:17:04.000Z","""64190dd9dd2749611528261d477aa140-2""",11832827,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2017.csv","2023-03-21T22:17:10.000Z","""e9ba0e9b9c9995eb7ca54ceeba0639b0-13""",107537205,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2017.rds","2023-03-21T22:17:55.000Z","""29f111eb4897148fd5c2480ff844a965-2""",13124268,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2018.csv","2023-03-21T22:17:59.000Z","""c6678f4dcd4d6007ea2c72e71a953e98-14""",111642876,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2018.rds","2023-03-21T22:18:33.000Z","""27d4eb8770eddbd94f227d115f431ccd-2""",12788909,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2019.csv","2023-03-21T22:18:46.000Z","""4ee3c8334ee16764550d899eb6b61f6e-13""",104603684,"STANDARD","nccs-efile"
"parsed/SA-P04-T00-SUPPORT-ORGS-2019.rds","2023-03-21T22:19:25.000Z","""0da9866e91c7035cb3298cea0eebc4e8-2""",11964962,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2009.csv","2023-03-21T22:19:30.000Z","""f2e95b416b628c5765f3079140375f45-3""",19088743,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2009.rds","2023-03-21T22:19:48.000Z","""a5a2dd1039c4d70e7c873a575128b43a""",1450249,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2010.csv","2023-03-21T22:19:45.000Z","""6aee604bfcc6cff7f250bdab7d35f809-9""",72066283,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2010.rds","2023-03-21T22:20:32.000Z","""c55feaebb24ae369d81a2e9b4c4c1102""",5819051,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2011.csv","2023-03-21T22:20:14.000Z","""4a89afee23dbb29d56f2b0b436dd6f53-12""",94323924,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2011.rds","2023-03-21T22:21:16.000Z","""3583311e9c5ff0b0112900ab8c10423b""",7024617,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2012.csv","2023-03-21T22:20:55.000Z","""1708218c079590d464ab0aa16a453a4f-13""",106736063,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2012.rds","2023-03-21T22:21:37.000Z","""0d1d43d82089fa2511d2ab2937821f65-2""",8569419,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2013.csv","2023-03-21T22:21:39.000Z","""0bdc2f95b150bf5198d8b1468d7b9e66-15""",118325333,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2013.rds","2023-03-21T22:22:29.000Z","""a1ab7381a941bdeec88c4574196577eb-2""",9531175,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2014.csv","2023-03-21T22:22:33.000Z","""b71ce40fa93e94d0432c42e8c57824a3-16""",130920082,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2014.rds","2023-03-21T22:23:32.000Z","""a25320daade04e2c3c296da41a1ee1bc-2""",11151760,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2015.csv","2023-03-21T22:23:35.000Z","""1ab0fe0ef05886198eb83a0957325446-17""",140013122,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2015.rds","2023-03-21T22:24:34.000Z","""5d1f5fdad274850e06c81e90e158275e-2""",11632393,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2016.csv","2023-03-21T22:24:36.000Z","""eafe6784ad021a8bd8fe6c6265f66ced-18""",146139415,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2016.rds","2023-03-21T22:25:38.000Z","""9357684d18d6302578ed3878a1f836bd-2""",11820956,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2017.csv","2023-03-21T22:25:45.000Z","""81cb6410e88392f310fcf3fc92e7388c-19""",152713691,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2017.rds","2023-03-21T22:26:53.000Z","""0eccf2de433b1bc1f997c5fc0610a918-2""",13167274,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2018.csv","2023-03-21T22:26:58.000Z","""99943bff4ce9208eea38a2c30ed8bcbe-19""",158581666,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2018.rds","2023-03-21T22:28:06.000Z","""3e3fa097886043567d0d4df3585bfdb1-2""",12825805,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2019.csv","2023-03-21T22:28:14.000Z","""6f3cc322c83e3cb4115658a6da471159-18""",148650633,"STANDARD","nccs-efile"
"parsed/SA-P05-T00-SUPPORT-ORGS-2019.rds","2023-03-21T22:29:05.000Z","""ae48ef17f4906937343d0ee94b952579-2""",12096164,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2009.csv","2023-03-21T22:29:16.000Z","""2d3e5fb593edd94c275de7ca405f7abe-2""",9010870,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2009.rds","2023-03-21T22:29:23.000Z","""ad9474c20a28c279df0b47dcd44cc1b1""",1466223,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2010.csv","2023-03-21T22:29:20.000Z","""7b500f32092a73604f4a0a319aebec1d-5""",33966944,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2010.rds","2023-03-21T22:29:52.000Z","""980cd0b62765c401e4496ac3d79947a0""",5862807,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2011.csv","2023-03-21T22:29:32.000Z","""41c8f448b7800b0e9eaba8ec4db3df7b-6""",44440593,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2011.rds","2023-03-21T22:30:22.000Z","""21166bb902c6e6ba4cccd93168a32870""",7071473,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2012.csv","2023-03-21T22:29:58.000Z","""e88452ae328b81b63b70702413935a22-6""",50273257,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2012.rds","2023-03-21T22:30:21.000Z","""da893a50dfb4f32051e8343e354b311c-2""",8596733,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2013.csv","2023-03-21T22:30:23.000Z","""5120b2b432956440325dbe090e095a6b-7""",55707156,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2013.rds","2023-03-21T22:30:48.000Z","""b703e439381b0e6c663c5d2228fde4a2-2""",9494936,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2014.csv","2023-03-21T22:30:51.000Z","""dbad0b23ee90a5132488164950ed9770-8""",61345291,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2014.rds","2023-03-21T22:31:15.000Z","""6c051737aefd722b1d7b43df82dddba0-2""",10450356,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2015.csv","2023-03-21T22:31:21.000Z","""aa383e0fc3372577d214f63fca7a37ae-8""",65571489,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2015.rds","2023-03-21T22:31:44.000Z","""488282f2334423cb6c8e819b647ad4d7-2""",10860551,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2016.csv","2023-03-21T22:31:48.000Z","""afcd75ee72d5267a0bbc139629afc003-9""",68410202,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2016.rds","2023-03-21T22:32:16.000Z","""4cde788c7b10c47d879350e91823c290-2""",11009051,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2017.csv","2023-03-21T22:32:19.000Z","""15f863be5482d357bf79c3fd86895a08-9""",71450687,"STANDARD","nccs-efile"
"parsed/SA-P99-T00-PUBLIC-CHARITY-STATUS-2017.rds","2023-03-21T22:32:47.000Z","""d1b31f7a7ccfca59280b8e79d946382d-2""",12277678,"STANDARD","nccs-efile"
