"source","Prefix","Key","LastModified","ETag","Size","SizeMB","StorageClass","Bucket","URL"
"unified","unified/bmf/","unified/bmf/latest/bmf_unified_quality_report.html","2026-07-26T11:49:47.000Z","""3d7ffa901cf8f9a9928f6adbad7a201e""",1891929,"1.9 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/latest/bmf_unified_quality_report.html"
"unified","unified/bmf/","unified/bmf/latest/bmf_unified_quality_report.json","2026-07-26T11:49:34.000Z","""ed77dea90328628251f8c8be4e55f0c2""",26149,"0 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/latest/bmf_unified_quality_report.json"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_AA.csv","2026-07-26T21:39:24.000Z","""01af990ff2931cdcfba5dc75d2108059""",18291,"0 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_AA.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_AE.csv","2026-07-26T21:39:24.000Z","""0cb24ed670f4a58e66746b8849afc617""",306826,"0.3 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_AE.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_AK.csv","2026-07-26T21:39:24.000Z","""109bfcb7e7d5876d997ca5718483a478""",10474022,"10.5 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_AK.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_AL.csv","2026-07-26T21:39:25.000Z","""f61ae64347e21da8669c7dc368a78ec6""",48305517,"48.3 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_AL.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_AP.csv","2026-07-26T21:39:25.000Z","""04446a08e17931045baf9f0a7f67f5c0""",233532,"0.2 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_AP.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_AR.csv","2026-07-26T21:39:26.000Z","""4681776611fc2d5609fc9465f4bcb506""",31193043,"31.2 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_AR.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_AS.csv","2026-07-26T21:39:26.000Z","""5436bda104cf2ef9a76e257b09b043dd""",147056,"0.1 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_AS.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_AZ.csv","2026-07-26T21:39:27.000Z","""08f436a277394098d70c12150b11d69d""",56823039,"56.8 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_AZ.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_CA.csv","2026-07-26T21:39:28.000Z","""93f2c0733931db41cd7947378a949214-4""",379084528,"379.1 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_CA.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_CO.csv","2026-07-26T21:39:40.000Z","""a29533f9de36b090267c4e0348d3e8d5""",67233833,"67.2 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_CO.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_CT.csv","2026-07-26T21:39:41.000Z","""0c5591eac2d418457484c507261f1906""",42733237,"42.7 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_CT.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_DC.csv","2026-07-26T21:39:42.000Z","""fde9daf190044a23d717ade4c46d52fd""",33468774,"33.5 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_DC.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_DE.csv","2026-07-26T21:39:42.000Z","""c0b33f4541ab46f5ac5246ff9d1bb786""",16865512,"16.9 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_DE.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_FL.csv","2026-07-26T21:39:43.000Z","""df8d3ff61049735198db54dfb6cc1400-3""",205237889,"205.2 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_FL.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_FM.csv","2026-07-26T21:39:48.000Z","""274dc4770582796b1a3c1cfb8ef52659""",6654,"0 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_FM.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_GA.csv","2026-07-26T21:39:48.000Z","""bb9e4eb2e7ee1a88bcaf6080d182c32f-2""",110563030,"110.6 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_GA.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_GU.csv","2026-07-26T21:39:50.000Z","""1efc0cdc0ce5b7c1b75197bc0e99b764""",288022,"0.3 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_GU.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_HI.csv","2026-07-26T21:39:51.000Z","""950963804a515a472da626b84e0bf2e9""",17033273,"17 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_HI.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_IA.csv","2026-07-26T21:39:52.000Z","""bcb1e829fe5400dd709e8819b8c57164""",53013039,"53 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_IA.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_ID.csv","2026-07-26T21:39:53.000Z","""2280c61b6252d335c835c0b7c2428849""",18989848,"19 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_ID.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_IL.csv","2026-07-26T21:39:53.000Z","""ea8abedb9e6e0674cae9b4e6b7acd98f-2""",146621333,"146.6 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_IL.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_IN.csv","2026-07-26T21:39:58.000Z","""4d8af90064c04015b31859854a5229cf""",80558763,"80.6 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_IN.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_KS.csv","2026-07-26T21:39:59.000Z","""5677bf74a1d236040826a79da1cfd335""",35031315,"35 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_KS.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_KY.csv","2026-07-26T21:40:00.000Z","""1ba2db8a8d897d543036a9939f6223b9""",41708357,"41.7 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_KY.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_LA.csv","2026-07-26T21:40:01.000Z","""253f38190db265e98015c884179a2990""",46359693,"46.4 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_LA.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_MA.csv","2026-07-26T21:40:03.000Z","""2624113e25c7c8c86c454a0100e224cc""",80861722,"80.9 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_MA.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_MD.csv","2026-07-26T21:40:05.000Z","""4c233121cfd8c2203125804880b0c442""",79640599,"79.6 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_MD.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_ME.csv","2026-07-26T21:40:06.000Z","""964a4c93a473d41c82cf70e45cd1c5d4""",18219646,"18.2 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_ME.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_MH.csv","2026-07-26T21:40:06.000Z","""44966b8569f478789ed8b178510c3e07""",3815,"0 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_MH.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_MI.csv","2026-07-26T21:40:06.000Z","""819604ba6cfe5a36680d2a2df9c555bb-2""",107828103,"107.8 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_MI.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_MN.csv","2026-07-26T21:40:10.000Z","""23eaecebe08cbef9d2db36a6bd995374""",72307454,"72.3 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_MN.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_MO.csv","2026-07-26T21:40:12.000Z","""49c28d7b5f4cf21ac8e79c04bec6f176""",81697702,"81.7 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_MO.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_MP.csv","2026-07-26T21:40:13.000Z","""d16571e2b5024b252edcdc9a9a19c2a8""",160850,"0.2 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_MP.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_MS.csv","2026-07-26T21:40:13.000Z","""e4547b4ae56efbd6875d294dbdc4e1b9""",29362907,"29.4 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_MS.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_MT.csv","2026-07-26T21:40:14.000Z","""c190f1c5c977498f297ae52ae819f0b7""",20334891,"20.3 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_MT.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_NC.csv","2026-07-26T21:40:14.000Z","""445c91c7c1a77f7f707085db207ddf1d-2""",105940878,"105.9 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_NC.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_ND.csv","2026-07-26T21:40:17.000Z","""2bf8aaa92b3ce7f0a97f5ca287acff58""",12089946,"12.1 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_ND.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_NE.csv","2026-07-26T21:40:17.000Z","""116185fbcc7f247b77f6b812a1a74fef""",26214176,"26.2 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_NE.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_NH.csv","2026-07-26T21:40:18.000Z","""8387c13d635b4d7d9ae9d596a2c00e4f""",16899302,"16.9 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_NH.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_NJ.csv","2026-07-26T21:40:20.000Z","""e32bb3fa685944d119f92d4e2d7621d5""",97163865,"97.2 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_NJ.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_NM.csv","2026-07-26T21:40:21.000Z","""43bef233fc17fd81948e642fc21eaef5""",21772137,"21.8 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_NM.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_NV.csv","2026-07-26T21:40:22.000Z","""153155f3c0e2e8171f125f7ccdfe6fa4""",24973612,"25 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_NV.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_NY.csv","2026-07-26T21:40:22.000Z","""d765bd7418fb425857dba556925b653f-3""",216097976,"216.1 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_NY.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_OH.csv","2026-07-26T21:40:27.000Z","""dcc8da5ebf34710de05bf2f384ab6bca-2""",141561422,"141.6 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_OH.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_OK.csv","2026-07-26T21:40:32.000Z","""c147127bd62cc7205f62aa1ca365a1ec""",42252052,"42.3 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_OK.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_OR.csv","2026-07-26T21:40:33.000Z","""14069f95d39f921f4075bed99f5ee0bc""",48608606,"48.6 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_OR.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_PA.csv","2026-07-26T21:40:33.000Z","""aa878245cbbd3a385747f572571f1808-2""",147406882,"147.4 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_PA.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_PR.csv","2026-07-26T21:40:39.000Z","""d03fddb484f324a7ffa12d38eda975eb""",5097260,"5.1 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_PR.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_PW.csv","2026-07-26T21:40:39.000Z","""a208a50f45d526a3a2554bf48b1411f8""",3431,"0 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_PW.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_RI.csv","2026-07-26T21:40:39.000Z","""e7721c463461f8aec3fc6c7b2411a93c""",12731336,"12.7 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_RI.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_SC.csv","2026-07-26T21:40:40.000Z","""586ec4137bd145704bdff7368002e08d""",54762250,"54.8 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_SC.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_SD.csv","2026-07-26T21:40:41.000Z","""593f739050b87a52ead442ad1a2b1b2d""",13726298,"13.7 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_SD.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_TN.csv","2026-07-26T21:40:42.000Z","""201accc90ac5abe53871d561bd28f822""",70320573,"70.3 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_TN.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_TX.csv","2026-07-26T21:40:43.000Z","""1c8183d1e08067720030a3092a85e295-3""",267233512,"267.2 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_TX.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_UT.csv","2026-07-26T21:40:50.000Z","""ffb4d9cc29467d8cb1e23f472cecdb29""",23484056,"23.5 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_UT.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_VA.csv","2026-07-26T21:40:51.000Z","""df32633d1bb7ac6923aade902fb0b0b9""",97527215,"97.5 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_VA.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_VI.csv","2026-07-26T21:40:52.000Z","""de592c55fd1e01c066b6e55ad1170a30""",1051881,"1.1 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_VI.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_VT.csv","2026-07-26T21:40:52.000Z","""dda4f636e42a4e0de6bf147be06ef6e5""",11884382,"11.9 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_VT.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_WA.csv","2026-07-26T21:40:54.000Z","""ca58b54d0129907c4a0f3e1f2872232b""",79520183,"79.5 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_WA.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_WI.csv","2026-07-26T21:40:56.000Z","""329ae17a7655c7f243f068603ab1ddc5""",71516635,"71.5 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_WI.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_WV.csv","2026-07-26T21:40:57.000Z","""adaec606ce30059d87db9dfe5f707267""",22820199,"22.8 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_WV.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_WY.csv","2026-07-26T21:40:57.000Z","""22c5d89ffb7f596df7762abc335d381e""",10519782,"10.5 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_WY.csv"
"unified","unified/bmf/","unified/bmf/state_marts/csv/bmf_master_ZZ.csv","2026-07-26T21:40:57.000Z","""ac306e9056ee9bfd0b584e94956477fd""",4963261,"5 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/csv/bmf_master_ZZ.csv"
"unified","unified/bmf/","unified/bmf/state_marts/parquet/state=AA/part-0.parquet","2026-07-26T21:38:52.000Z","""ed06dd05ce85faf9712479924d0d3883""",377133,"0.4 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/parquet/state=AA/part-0.parquet"
"unified","unified/bmf/","unified/bmf/state_marts/parquet/state=AE/part-0.parquet","2026-07-26T21:38:52.000Z","""7c30cae4b4cbcf0bc71ef1e0136b43a6""",2032154,"2 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/parquet/state=AE/part-0.parquet"
"unified","unified/bmf/","unified/bmf/state_marts/parquet/state=AK/part-0.parquet","2026-07-26T21:38:52.000Z","""36b306bfe9665f42449f0d22cedbbce5""",6250915,"6.3 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/parquet/state=AK/part-0.parquet"
"unified","unified/bmf/","unified/bmf/state_marts/parquet/state=AL/part-0.parquet","2026-07-26T21:38:52.000Z","""2da237d23afb06d72dd26bb12cd5e430""",17114634,"17.1 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/parquet/state=AL/part-0.parquet"
"unified","unified/bmf/","unified/bmf/state_marts/parquet/state=AP/part-0.parquet","2026-07-26T21:38:53.000Z","""6ed4b082e4489ae2ae3287c2bea26e4b""",1768367,"1.8 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/parquet/state=AP/part-0.parquet"
"unified","unified/bmf/","unified/bmf/state_marts/parquet/state=AR/part-0.parquet","2026-07-26T21:38:53.000Z","""dea5c634eb10eac3d59cf24a6191aad0""",12476888,"12.5 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/parquet/state=AR/part-0.parquet"
"unified","unified/bmf/","unified/bmf/state_marts/parquet/state=AS/part-0.parquet","2026-07-26T21:38:53.000Z","""800ef3dac047dce249b4ba46fe52a2d5""",474392,"0.5 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/parquet/state=AS/part-0.parquet"
"unified","unified/bmf/","unified/bmf/state_marts/parquet/state=AZ/part-0.parquet","2026-07-26T21:38:53.000Z","""668d1aa7402a51e945bb77cf0b8f796f""",19895908,"19.9 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/parquet/state=AZ/part-0.parquet"
"unified","unified/bmf/","unified/bmf/state_marts/parquet/state=CA/part-0.parquet","2026-07-26T21:38:54.000Z","""13b64734587b4f933ed7e916b3a1a1c3-2""",106164867,"106.2 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/parquet/state=CA/part-0.parquet"
"unified","unified/bmf/","unified/bmf/state_marts/parquet/state=CO/part-0.parquet","2026-07-26T21:38:57.000Z","""6d4fd5ab49fa47088cf50f150cfb57db""",22383894,"22.4 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/parquet/state=CO/part-0.parquet"
"unified","unified/bmf/","unified/bmf/state_marts/parquet/state=CT/part-0.parquet","2026-07-26T21:38:57.000Z","""3f5933ad27946b6d1abc4399c97e430a""",15363242,"15.4 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/parquet/state=CT/part-0.parquet"
"unified","unified/bmf/","unified/bmf/state_marts/parquet/state=DC/part-0.parquet","2026-07-26T21:38:58.000Z","""f4cee52b748d4a4065a24fe152e268f5""",11351061,"11.4 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/parquet/state=DC/part-0.parquet"
"unified","unified/bmf/","unified/bmf/state_marts/parquet/state=DE/part-0.parquet","2026-07-26T21:38:58.000Z","""2ecc881e35fd5501cc91e6eefeb07cbd""",7805749,"7.8 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/parquet/state=DE/part-0.parquet"
"unified","unified/bmf/","unified/bmf/state_marts/parquet/state=FL/part-0.parquet","2026-07-26T21:38:59.000Z","""48b0925fe59f2bafd2e2ecf8b1015bc9""",60618105,"60.6 mb","STANDARD","nccsdata","https://nccsdata.s3.us-east-1.amazonaws.com/unified/bmf/state_marts/parquet/state=FL/part-0.parquet"
